stationid,sample_date,latitude,longitude,stratum,areaweight,smcshed,County,location,trash_present,type,count,county
SMC01987,6/15/12,33.590288,-117.711855,Urban,4.74449965,SanJuan,ORANGE,Aliso Creek,1,Biohazard,0,Orange
SMC01987,6/15/12,33.590288,-117.711855,Urban,4.74449965,SanJuan,ORANGE,Aliso Creek,1,Construction,0,Orange
SMC01987,6/15/12,33.590288,-117.711855,Urban,4.74449965,SanJuan,ORANGE,Aliso Creek,1,Fabric Cloth,0,Orange
SMC01987,6/15/12,33.590288,-117.711855,Urban,4.74449965,SanJuan,ORANGE,Aliso Creek,1,Glass,1,Orange
SMC01987,6/15/12,33.590288,-117.711855,Urban,4.74449965,SanJuan,ORANGE,Aliso Creek,1,Large,0,Orange
SMC01987,6/15/12,33.590288,-117.711855,Urban,4.74449965,SanJuan,ORANGE,Aliso Creek,1,Metal,0,Orange
SMC01987,6/15/12,33.590288,-117.711855,Urban,4.74449965,SanJuan,ORANGE,Aliso Creek,1,Miscellaneous,2,Orange
SMC01987,6/15/12,33.590288,-117.711855,Urban,4.74449965,SanJuan,ORANGE,Aliso Creek,1,Plastic,21,Orange
SMC01987,6/15/12,33.590288,-117.711855,Urban,4.74449965,SanJuan,ORANGE,Aliso Creek,1,Toxic,1,Orange
SMC01990,9/15/13,32.796538,-117.113274,Urban,1.86701805,MissionBaySanDiego,SAN DIEGO,NA,1,Biodegradable,1,San Diego
SMC01990,9/15/13,32.796538,-117.113274,Urban,1.86701805,MissionBaySanDiego,SAN DIEGO,NA,1,Biohazard,0,San Diego
SMC01990,9/15/13,32.796538,-117.113274,Urban,1.86701805,MissionBaySanDiego,SAN DIEGO,NA,1,Construction,0,San Diego
SMC01990,9/15/13,32.796538,-117.113274,Urban,1.86701805,MissionBaySanDiego,SAN DIEGO,NA,1,Fabric Cloth,2,San Diego
SMC01990,9/15/13,32.796538,-117.113274,Urban,1.86701805,MissionBaySanDiego,SAN DIEGO,NA,1,Glass,0,San Diego
SMC01990,9/15/13,32.796538,-117.113274,Urban,1.86701805,MissionBaySanDiego,SAN DIEGO,NA,1,Large,0,San Diego
SMC01990,9/15/13,32.796538,-117.113274,Urban,1.86701805,MissionBaySanDiego,SAN DIEGO,NA,1,Metal,0,San Diego
SMC01990,9/15/13,32.796538,-117.113274,Urban,1.86701805,MissionBaySanDiego,SAN DIEGO,NA,1,Miscellaneous,2,San Diego
SMC01990,9/15/13,32.796538,-117.113274,Urban,1.86701805,MissionBaySanDiego,SAN DIEGO,NA,1,Plastic,44,San Diego
SMC01990,9/15/13,32.796538,-117.113274,Urban,1.86701805,MissionBaySanDiego,SAN DIEGO,NA,1,Toxic,1,San Diego
SMC02028,7/12/12,34.128683,-118.165539,Urban,1.23126804,LosAngeles,LOS ANGELES,Arroyo Seco,1,Biodegradable,2,Los Angeles
SMC02028,7/12/12,34.128683,-118.165539,Urban,1.23126804,LosAngeles,LOS ANGELES,Arroyo Seco,1,Biohazard,1,Los Angeles
SMC02028,7/12/12,34.128683,-118.165539,Urban,1.23126804,LosAngeles,LOS ANGELES,Arroyo Seco,1,Construction,0,Los Angeles
SMC02028,7/12/12,34.128683,-118.165539,Urban,1.23126804,LosAngeles,LOS ANGELES,Arroyo Seco,1,Fabric Cloth,2,Los Angeles
SMC02028,7/12/12,34.128683,-118.165539,Urban,1.23126804,LosAngeles,LOS ANGELES,Arroyo Seco,1,Glass,0,Los Angeles
SMC02028,7/12/12,34.128683,-118.165539,Urban,1.23126804,LosAngeles,LOS ANGELES,Arroyo Seco,1,Large,0,Los Angeles
SMC02028,7/12/12,34.128683,-118.165539,Urban,1.23126804,LosAngeles,LOS ANGELES,Arroyo Seco,1,Metal,0,Los Angeles
SMC02028,7/12/12,34.128683,-118.165539,Urban,1.23126804,LosAngeles,LOS ANGELES,Arroyo Seco,1,Miscellaneous,0,Los Angeles
SMC02028,7/12/12,34.128683,-118.165539,Urban,1.23126804,LosAngeles,LOS ANGELES,Arroyo Seco,1,Plastic,1,Los Angeles
SMC02028,7/12/12,34.128683,-118.165539,Urban,1.23126804,LosAngeles,LOS ANGELES,Arroyo Seco,1,Toxic,2,Los Angeles
SMC02088,6/14/11,34.302261,-118.259597,Open,0.73083398,LosAngeles,LOS ANGELES,Alder Creek,1,Biodegradable,0,Los Angeles
SMC02088,6/14/11,34.302261,-118.259597,Open,0.73083398,LosAngeles,LOS ANGELES,Alder Creek,1,Biohazard,0,Los Angeles
SMC02088,6/14/11,34.302261,-118.259597,Open,0.73083398,LosAngeles,LOS ANGELES,Alder Creek,1,Construction,1,Los Angeles
SMC02088,6/14/11,34.302261,-118.259597,Open,0.73083398,LosAngeles,LOS ANGELES,Alder Creek,1,Fabric Cloth,0,Los Angeles
SMC02088,6/14/11,34.302261,-118.259597,Open,0.73083398,LosAngeles,LOS ANGELES,Alder Creek,1,Glass,0,Los Angeles
SMC02088,6/14/11,34.302261,-118.259597,Open,0.73083398,LosAngeles,LOS ANGELES,Alder Creek,1,Large,0,Los Angeles
SMC02088,6/14/11,34.302261,-118.259597,Open,0.73083398,LosAngeles,LOS ANGELES,Alder Creek,1,Metal,0,Los Angeles
SMC02088,6/14/11,34.302261,-118.259597,Open,0.73083398,LosAngeles,LOS ANGELES,Alder Creek,1,Miscellaneous,0,Los Angeles
SMC02088,6/14/11,34.302261,-118.259597,Open,0.73083398,LosAngeles,LOS ANGELES,Alder Creek,1,Plastic,1,Los Angeles
SMC02088,6/14/11,34.302261,-118.259597,Open,0.73083398,LosAngeles,LOS ANGELES,Alder Creek,1,Toxic,0,Los Angeles
SMC02092,6/14/11,34.279482,-118.206846,Open,2.37724297,LosAngeles,LOS ANGELES,Big Tujunga Creek,0,None,0,Los Angeles
SMC02092,6/14/11,34.279482,-118.206846,Open,2.37724297,LosAngeles,LOS ANGELES,Big Tujunga Creek,0,Biodegradable,0,Los Angeles
SMC02092,6/14/11,34.279482,-118.206846,Open,2.37724297,LosAngeles,LOS ANGELES,Big Tujunga Creek,0,Biohazard,0,Los Angeles
SMC02092,6/14/11,34.279482,-118.206846,Open,2.37724297,LosAngeles,LOS ANGELES,Big Tujunga Creek,0,Construction,0,Los Angeles
SMC02092,6/14/11,34.279482,-118.206846,Open,2.37724297,LosAngeles,LOS ANGELES,Big Tujunga Creek,0,Fabric Cloth,0,Los Angeles
SMC02092,6/14/11,34.279482,-118.206846,Open,2.37724297,LosAngeles,LOS ANGELES,Big Tujunga Creek,0,Glass,0,Los Angeles
SMC02092,6/14/11,34.279482,-118.206846,Open,2.37724297,LosAngeles,LOS ANGELES,Big Tujunga Creek,0,Large,0,Los Angeles
SMC02092,6/14/11,34.279482,-118.206846,Open,2.37724297,LosAngeles,LOS ANGELES,Big Tujunga Creek,0,Metal,0,Los Angeles
SMC02092,6/14/11,34.279482,-118.206846,Open,2.37724297,LosAngeles,LOS ANGELES,Big Tujunga Creek,0,Miscellaneous,0,Los Angeles
SMC02092,6/14/11,34.279482,-118.206846,Open,2.37724297,LosAngeles,LOS ANGELES,Big Tujunga Creek,0,Plastic,0,Los Angeles
SMC02092,6/14/11,34.279482,-118.206846,Open,2.37724297,LosAngeles,LOS ANGELES,Big Tujunga Creek,0,Toxic,0,Los Angeles
SMC02123,7/5/11,34.108137,-117.201677,Urban,1.61013307,UpperSantaAna,SAN BERNARDINO,City Creek,1,Biodegradable,0,San Bernardino
SMC02123,7/5/11,34.108137,-117.201677,Urban,1.61013307,UpperSantaAna,SAN BERNARDINO,City Creek,1,Biohazard,0,San Bernardino
SMC02123,7/5/11,34.108137,-117.201677,Urban,1.61013307,UpperSantaAna,SAN BERNARDINO,City Creek,1,Construction,0,San Bernardino
SMC02123,7/5/11,34.108137,-117.201677,Urban,1.61013307,UpperSantaAna,SAN BERNARDINO,City Creek,1,Fabric Cloth,1,San Bernardino
SMC02123,7/5/11,34.108137,-117.201677,Urban,1.61013307,UpperSantaAna,SAN BERNARDINO,City Creek,1,Glass,0,San Bernardino
SMC02123,7/5/11,34.108137,-117.201677,Urban,1.61013307,UpperSantaAna,SAN BERNARDINO,City Creek,1,Large,0,San Bernardino
SMC02123,7/5/11,34.108137,-117.201677,Urban,1.61013307,UpperSantaAna,SAN BERNARDINO,City Creek,1,Metal,0,San Bernardino
SMC02123,7/5/11,34.108137,-117.201677,Urban,1.61013307,UpperSantaAna,SAN BERNARDINO,City Creek,1,Miscellaneous,0,San Bernardino
SMC02123,7/5/11,34.108137,-117.201677,Urban,1.61013307,UpperSantaAna,SAN BERNARDINO,City Creek,1,Plastic,11,San Bernardino
SMC02123,7/5/11,34.108137,-117.201677,Urban,1.61013307,UpperSantaAna,SAN BERNARDINO,City Creek,1,Toxic,0,San Bernardino
SMC02145,7/19/11,33.269344,-117.031468,Agriculture,1.67395411,NorthernSanDiego,SAN DIEGO,Keyes Creek,1,Biodegradable,1,San Diego
SMC02145,7/19/11,33.269344,-117.031468,Agriculture,1.67395411,NorthernSanDiego,SAN DIEGO,Keyes Creek,1,Biohazard,0,San Diego
SMC02145,7/19/11,33.269344,-117.031468,Agriculture,1.67395411,NorthernSanDiego,SAN DIEGO,Keyes Creek,1,Construction,0,San Diego
SMC02145,7/19/11,33.269344,-117.031468,Agriculture,1.67395411,NorthernSanDiego,SAN DIEGO,Keyes Creek,1,Fabric Cloth,0,San Diego
SMC02145,7/19/11,33.269344,-117.031468,Agriculture,1.67395411,NorthernSanDiego,SAN DIEGO,Keyes Creek,1,Glass,0,San Diego
SMC02145,7/19/11,33.269344,-117.031468,Agriculture,1.67395411,NorthernSanDiego,SAN DIEGO,Keyes Creek,1,Large,0,San Diego
SMC02145,7/19/11,33.269344,-117.031468,Agriculture,1.67395411,NorthernSanDiego,SAN DIEGO,Keyes Creek,1,Metal,0,San Diego
SMC02145,7/19/11,33.269344,-117.031468,Agriculture,1.67395411,NorthernSanDiego,SAN DIEGO,Keyes Creek,1,Miscellaneous,0,San Diego
SMC02145,7/19/11,33.269344,-117.031468,Agriculture,1.67395411,NorthernSanDiego,SAN DIEGO,Keyes Creek,1,Plastic,0,San Diego
SMC02145,7/19/11,33.269344,-117.031468,Agriculture,1.67395411,NorthernSanDiego,SAN DIEGO,Keyes Creek,1,Toxic,0,San Diego
SMC02174,5/29/13,34.005119,-117.969223,Urban,8.49326098,SanGabriel,LOS ANGELES,San Gabriel River,1,Biodegradable,0,Los Angeles
SMC02174,5/29/13,34.005119,-117.969223,Urban,8.49326098,SanGabriel,LOS ANGELES,San Gabriel River,1,Biohazard,0,Los Angeles
SMC02174,5/29/13,34.005119,-117.969223,Urban,8.49326098,SanGabriel,LOS ANGELES,San Gabriel River,1,Construction,0,Los Angeles
SMC02174,5/29/13,34.005119,-117.969223,Urban,8.49326098,SanGabriel,LOS ANGELES,San Gabriel River,1,Fabric Cloth,0,Los Angeles
SMC02174,5/29/13,34.005119,-117.969223,Urban,8.49326098,SanGabriel,LOS ANGELES,San Gabriel River,1,Glass,0,Los Angeles
SMC02174,5/29/13,34.005119,-117.969223,Urban,8.49326098,SanGabriel,LOS ANGELES,San Gabriel River,1,Large,0,Los Angeles
SMC02174,5/29/13,34.005119,-117.969223,Urban,8.49326098,SanGabriel,LOS ANGELES,San Gabriel River,1,Metal,0,Los Angeles
SMC02174,5/29/13,34.005119,-117.969223,Urban,8.49326098,SanGabriel,LOS ANGELES,San Gabriel River,1,Miscellaneous,0,Los Angeles
SMC02174,5/29/13,34.005119,-117.969223,Urban,8.49326098,SanGabriel,LOS ANGELES,San Gabriel River,1,Plastic,0,Los Angeles
SMC02174,5/29/13,34.005119,-117.969223,Urban,8.49326098,SanGabriel,LOS ANGELES,San Gabriel River,1,Toxic,1,Los Angeles
SMC02206,7/19/11,33.870989,-117.850027,Urban,0.70360045,LowerSantaAna,ORANGE,Carbon Cyn Channel,1,Biodegradable,0,Orange
SMC02206,7/19/11,33.870989,-117.850027,Urban,0.70360045,LowerSantaAna,ORANGE,Carbon Cyn Channel,1,Biohazard,0,Orange
SMC02206,7/19/11,33.870989,-117.850027,Urban,0.70360045,LowerSantaAna,ORANGE,Carbon Cyn Channel,1,Construction,0,Orange
SMC02206,7/19/11,33.870989,-117.850027,Urban,0.70360045,LowerSantaAna,ORANGE,Carbon Cyn Channel,1,Fabric Cloth,0,Orange
SMC02206,7/19/11,33.870989,-117.850027,Urban,0.70360045,LowerSantaAna,ORANGE,Carbon Cyn Channel,1,Glass,0,Orange
SMC02206,7/19/11,33.870989,-117.850027,Urban,0.70360045,LowerSantaAna,ORANGE,Carbon Cyn Channel,1,Large,0,Orange
SMC02206,7/19/11,33.870989,-117.850027,Urban,0.70360045,LowerSantaAna,ORANGE,Carbon Cyn Channel,1,Metal,5,Orange
SMC02206,7/19/11,33.870989,-117.850027,Urban,0.70360045,LowerSantaAna,ORANGE,Carbon Cyn Channel,1,Miscellaneous,4,Orange
SMC02206,7/19/11,33.870989,-117.850027,Urban,0.70360045,LowerSantaAna,ORANGE,Carbon Cyn Channel,1,Plastic,33,Orange
SMC02206,7/19/11,33.870989,-117.850027,Urban,0.70360045,LowerSantaAna,ORANGE,Carbon Cyn Channel,1,Toxic,2,Orange
SMC02208,5/29/13,34.128351,-117.774842,Urban,11.67592376,SanGabriel,LOS ANGELES,Marshal Creek,1,Biodegradable,1,Los Angeles
SMC02208,5/29/13,34.128351,-117.774842,Urban,11.67592376,SanGabriel,LOS ANGELES,Marshal Creek,1,Biohazard,0,Los Angeles
SMC02208,5/29/13,34.128351,-117.774842,Urban,11.67592376,SanGabriel,LOS ANGELES,Marshal Creek,1,Construction,7,Los Angeles
SMC02208,5/29/13,34.128351,-117.774842,Urban,11.67592376,SanGabriel,LOS ANGELES,Marshal Creek,1,Fabric Cloth,0,Los Angeles
SMC02208,5/29/13,34.128351,-117.774842,Urban,11.67592376,SanGabriel,LOS ANGELES,Marshal Creek,1,Glass,0,Los Angeles
SMC02208,5/29/13,34.128351,-117.774842,Urban,11.67592376,SanGabriel,LOS ANGELES,Marshal Creek,1,Large,0,Los Angeles
SMC02208,5/29/13,34.128351,-117.774842,Urban,11.67592376,SanGabriel,LOS ANGELES,Marshal Creek,1,Metal,1,Los Angeles
SMC02208,5/29/13,34.128351,-117.774842,Urban,11.67592376,SanGabriel,LOS ANGELES,Marshal Creek,1,Miscellaneous,1,Los Angeles
SMC02208,5/29/13,34.128351,-117.774842,Urban,11.67592376,SanGabriel,LOS ANGELES,Marshal Creek,1,Plastic,11,Los Angeles
SMC02208,5/29/13,34.128351,-117.774842,Urban,11.67592376,SanGabriel,LOS ANGELES,Marshal Creek,1,Toxic,1,Los Angeles
SMC02232,6/3/13,34.232415,-118.552402,Urban,5.62694477,LosAngeles,LOS ANGELES,Lime Kiln Canyon Wash,1,Biodegradable,2,Los Angeles
SMC02232,6/3/13,34.232415,-118.552402,Urban,5.62694477,LosAngeles,LOS ANGELES,Lime Kiln Canyon Wash,1,Biohazard,1,Los Angeles
SMC02232,6/3/13,34.232415,-118.552402,Urban,5.62694477,LosAngeles,LOS ANGELES,Lime Kiln Canyon Wash,1,Construction,0,Los Angeles
SMC02232,6/3/13,34.232415,-118.552402,Urban,5.62694477,LosAngeles,LOS ANGELES,Lime Kiln Canyon Wash,1,Fabric Cloth,0,Los Angeles
SMC02232,6/3/13,34.232415,-118.552402,Urban,5.62694477,LosAngeles,LOS ANGELES,Lime Kiln Canyon Wash,1,Glass,1,Los Angeles
SMC02232,6/3/13,34.232415,-118.552402,Urban,5.62694477,LosAngeles,LOS ANGELES,Lime Kiln Canyon Wash,1,Large,0,Los Angeles
SMC02232,6/3/13,34.232415,-118.552402,Urban,5.62694477,LosAngeles,LOS ANGELES,Lime Kiln Canyon Wash,1,Metal,4,Los Angeles
SMC02232,6/3/13,34.232415,-118.552402,Urban,5.62694477,LosAngeles,LOS ANGELES,Lime Kiln Canyon Wash,1,Miscellaneous,0,Los Angeles
SMC02232,6/3/13,34.232415,-118.552402,Urban,5.62694477,LosAngeles,LOS ANGELES,Lime Kiln Canyon Wash,1,Plastic,27,Los Angeles
SMC02232,6/3/13,34.232415,-118.552402,Urban,5.62694477,LosAngeles,LOS ANGELES,Lime Kiln Canyon Wash,1,Toxic,8,Los Angeles
SMC02270,10/3/13,33.795739,-117.772416,Urban,0.92112577,LowerSantaAna,ORANGE,NA,1,Biodegradable,16,Orange
SMC02270,10/3/13,33.795739,-117.772416,Urban,0.92112577,LowerSantaAna,ORANGE,NA,1,Biohazard,0,Orange
SMC02270,10/3/13,33.795739,-117.772416,Urban,0.92112577,LowerSantaAna,ORANGE,NA,1,Construction,0,Orange
SMC02270,10/3/13,33.795739,-117.772416,Urban,0.92112577,LowerSantaAna,ORANGE,NA,1,Fabric Cloth,0,Orange
SMC02270,10/3/13,33.795739,-117.772416,Urban,0.92112577,LowerSantaAna,ORANGE,NA,1,Glass,7,Orange
SMC02270,10/3/13,33.795739,-117.772416,Urban,0.92112577,LowerSantaAna,ORANGE,NA,1,Large,0,Orange
SMC02270,10/3/13,33.795739,-117.772416,Urban,0.92112577,LowerSantaAna,ORANGE,NA,1,Metal,6,Orange
SMC02270,10/3/13,33.795739,-117.772416,Urban,0.92112577,LowerSantaAna,ORANGE,NA,1,Miscellaneous,0,Orange
SMC02270,10/3/13,33.795739,-117.772416,Urban,0.92112577,LowerSantaAna,ORANGE,NA,1,Plastic,27,Orange
SMC02270,10/3/13,33.795739,-117.772416,Urban,0.92112577,LowerSantaAna,ORANGE,NA,1,Toxic,10,Orange
SMC02284,5/29/13,34.065423,-117.949399,Urban,3.98165025,SanGabriel,LOS ANGELES,Walnut Creek,1,Biodegradable,1,Los Angeles
SMC02284,5/29/13,34.065423,-117.949399,Urban,3.98165025,SanGabriel,LOS ANGELES,Walnut Creek,1,Biohazard,0,Los Angeles
SMC02284,5/29/13,34.065423,-117.949399,Urban,3.98165025,SanGabriel,LOS ANGELES,Walnut Creek,1,Construction,0,Los Angeles
SMC02284,5/29/13,34.065423,-117.949399,Urban,3.98165025,SanGabriel,LOS ANGELES,Walnut Creek,1,Fabric Cloth,1,Los Angeles
SMC02284,5/29/13,34.065423,-117.949399,Urban,3.98165025,SanGabriel,LOS ANGELES,Walnut Creek,1,Glass,0,Los Angeles
SMC02284,5/29/13,34.065423,-117.949399,Urban,3.98165025,SanGabriel,LOS ANGELES,Walnut Creek,1,Large,0,Los Angeles
SMC02284,5/29/13,34.065423,-117.949399,Urban,3.98165025,SanGabriel,LOS ANGELES,Walnut Creek,1,Metal,3,Los Angeles
SMC02284,5/29/13,34.065423,-117.949399,Urban,3.98165025,SanGabriel,LOS ANGELES,Walnut Creek,1,Miscellaneous,0,Los Angeles
SMC02284,5/29/13,34.065423,-117.949399,Urban,3.98165025,SanGabriel,LOS ANGELES,Walnut Creek,1,Plastic,8,Los Angeles
SMC02284,5/29/13,34.065423,-117.949399,Urban,3.98165025,SanGabriel,LOS ANGELES,Walnut Creek,1,Toxic,0,Los Angeles
SMC02302,7/15/13,33.815305,-118.041286,Urban,5.3447683,SanGabriel,ORANGE,Carbon Creek,1,Biodegradable,1,Orange
SMC02302,7/15/13,33.815305,-118.041286,Urban,5.3447683,SanGabriel,ORANGE,Carbon Creek,1,Biohazard,0,Orange
SMC02302,7/15/13,33.815305,-118.041286,Urban,5.3447683,SanGabriel,ORANGE,Carbon Creek,1,Construction,0,Orange
SMC02302,7/15/13,33.815305,-118.041286,Urban,5.3447683,SanGabriel,ORANGE,Carbon Creek,1,Fabric Cloth,0,Orange
SMC02302,7/15/13,33.815305,-118.041286,Urban,5.3447683,SanGabriel,ORANGE,Carbon Creek,1,Glass,55,Orange
SMC02302,7/15/13,33.815305,-118.041286,Urban,5.3447683,SanGabriel,ORANGE,Carbon Creek,1,Large,0,Orange
SMC02302,7/15/13,33.815305,-118.041286,Urban,5.3447683,SanGabriel,ORANGE,Carbon Creek,1,Metal,9,Orange
SMC02302,7/15/13,33.815305,-118.041286,Urban,5.3447683,SanGabriel,ORANGE,Carbon Creek,1,Miscellaneous,1,Orange
SMC02302,7/15/13,33.815305,-118.041286,Urban,5.3447683,SanGabriel,ORANGE,Carbon Creek,1,Plastic,12,Orange
SMC02302,7/15/13,33.815305,-118.041286,Urban,5.3447683,SanGabriel,ORANGE,Carbon Creek,1,Toxic,7,Orange
SMC02363,6/16/11,34.558855,-119.154565,Open,1.97147027,SantaClara,VENTURA,Sespe Creek (upper),0,None,0,Ventura
SMC02363,6/16/11,34.558855,-119.154565,Open,1.97147027,SantaClara,VENTURA,Sespe Creek (upper),0,Biodegradable,0,Ventura
SMC02363,6/16/11,34.558855,-119.154565,Open,1.97147027,SantaClara,VENTURA,Sespe Creek (upper),0,Biohazard,0,Ventura
SMC02363,6/16/11,34.558855,-119.154565,Open,1.97147027,SantaClara,VENTURA,Sespe Creek (upper),0,Construction,0,Ventura
SMC02363,6/16/11,34.558855,-119.154565,Open,1.97147027,SantaClara,VENTURA,Sespe Creek (upper),0,Fabric Cloth,0,Ventura
SMC02363,6/16/11,34.558855,-119.154565,Open,1.97147027,SantaClara,VENTURA,Sespe Creek (upper),0,Glass,0,Ventura
SMC02363,6/16/11,34.558855,-119.154565,Open,1.97147027,SantaClara,VENTURA,Sespe Creek (upper),0,Large,0,Ventura
SMC02363,6/16/11,34.558855,-119.154565,Open,1.97147027,SantaClara,VENTURA,Sespe Creek (upper),0,Metal,0,Ventura
SMC02363,6/16/11,34.558855,-119.154565,Open,1.97147027,SantaClara,VENTURA,Sespe Creek (upper),0,Miscellaneous,0,Ventura
SMC02363,6/16/11,34.558855,-119.154565,Open,1.97147027,SantaClara,VENTURA,Sespe Creek (upper),0,Plastic,0,Ventura
SMC02363,6/16/11,34.558855,-119.154565,Open,1.97147027,SantaClara,VENTURA,Sespe Creek (upper),0,Toxic,0,Ventura
